ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio
2160-01-06,177.0,-949972.0,880.0,Time Traveler,Grade -1,66.0,312556118.0,6433.0,,,Unknown,5942832.0,1.5534767627651147,817.0,-18.0,6.3859456920323865,0,,-7.0,-22.0,975.0,-1284419.0,-1252504.0,-2773194.0,-7476566.0,0.0,-0.28952188495406217,101.0,1304847.0,0.5654658169490561,1.3579181244463046,-353688014.61564827,-inf
2113-07-03,290.0,-326572.0,-182.0,Alien,Grade -1,-8.0,600129712.0,1377.0,Undefined,582.0,,8536630.0,4.698138613562873,-16.0,-12.0,-4.666168945866206,1,Time Machine,-2.0,488.0,400.0,-922963.0,-650188.0,-6491279.0,-2200177.0,-24460.0,,11.0,-9659415.0,2.2665755981565394,5.854222613642481,inf,-7.349522219388045e+303
2190-04-09,87.0,,1016.0,Alien,,-31.0,866304835.0,1259.0,,,,7835984.0,-1.0589744446418434,-1.0,-14.0,-3.028249135445341,1,,260.0,164.0,943.0,-333767.0,-4179038.0,-2815106.0,-3411979.0,-21756.0,-1.964777753274103,56.0,-1049512.0,2.322214396024355,3.362949034172315,-2427782506.801714,111231.22461857482
2134-09-28,120.0,839560020.0,36.0,,,97.0,-407669.0,8751.0,,925.0,,8912108.0,3.396920816273064,,1811.0,2.534368504442784,2,Alchemy,-9.0,-48.0,998.0,-3852159.0,-7513677.0,-4265657.0,-6968902.0,-5453.0,1.8274357871131643,187.0,-3427414.0,2.6544799603392173,,-15241282.623621408,
2169-05-21,282.0,-597579.0,76.0,,???,-30.0,562607118.0,7240.0,,,,,9.485518965138734,686.0,860.0,,0,,-8.0,-36.0,618.0,-4236305.0,-8811981.0,-2504178.0,-7718612.0,-21224.0,-1.241240020750085,89.0,,,1.3286379835505557,,-8.470095810696927e+303
2106-05-17,160.0,250598388.0,1050.0,,,31.0,-679063.0,3650.0,,300.0,,-43072.0,9.594341657937399,4375.0,-13.0,-3.690609864783379,1,Teleportation,-9.0,-8.0,921.0,-7257198.0,-3226548.0,-5555426.0,-8438331.0,-73130.0,-1.845559658455455,69.0,,2.9535222016651024,6.801866761818383,3849080.040733897,-52.04441461416515
2100-07-17,172.0,390440213.0,544.0,Ghost,Grade -1,6.0,,3222.0,Complicated,-8.0,,,8.962852365187578,2150.0,797.0,-0.010962278414464066,,Alchemy,221.0,,292.0,-3361002.0,-1144105.0,-4442663.0,-5547238.0,-80167.0,1.8304202516953874,184.0,-6423704.0,1.30666152025699,1.572997488060131,,0.3107887285291953
2164-05-14,28.0,-995894.0,351.0,Ghost,,127.0,-75176.0,8968.0,Undefined,139.0,Spaceship,3966708.0,6.1602787968210295,150.0,-2.0,8.434341956437866,0,,382.0,-29.0,937.0,,-3462258.0,-1253613.0,-6696841.0,0.0,-1.1888145395833332,89.0,,2.267477270628088,4.991449389092674,,inf
2195-01-01,,723013348.0,1146.0,,,23.0,,1426.0,Undefined,640.0,,8683941.0,6.893067151909619,3967.0,1008.0,3.1128800147574136,-1,Teleportation,-9.0,-9.0,901.0,-6003653.0,-7786873.0,-2575455.0,-7395503.0,-98816.0,-1.0201527724608113,64.0,,0.7666584555982308,0.8828833749958386,-911953142.9708935,9140.920518649747
2141-04-23,-7.0,-790475.0,976.0,Time Traveler,,47.0,-623673.0,3006.0,Undefined,-7.0,Cave,9796188.0,8.85262958635885,-14.0,-5.0,6.7879576801062065,yes,,114.0,397.0,406.0,-3181616.0,-9914609.0,-8728620.0,-3279650.0,-86045.0,1.82844456872428,109.0,-10515012.0,2.7945196070507543,6.051112785911744,3144929.7204399463,-150.3994156597123
2162-01-27,199.0,543423025.0,438.0,,,103.0,-760942.0,,,-2.0,,3243053.0,8.027894325024823,-8.0,144.0,7.5149948947207506,yes,,,-30.0,848.0,-1535586.0,-9254435.0,-8813408.0,-841348.0,,2.833600244584245,6.0,-12942820.0,1.897556793283178,3.9925494065007148,,inf
2168-12-14,150.0,738863993.0,36.0,,Grade -1,107.0,,6088.0,Complicated,347.0,,4689455.0,6.7448258752076224,-2.0,,,no,,-1.0,-12.0,347.0,-1135992.0,-8138479.0,-2140397.0,-9526848.0,0.0,-0.4665372187653327,136.0,6297651.0,-0.23015611917459072,-0.7125202077660595,inf,inf
2176-03-31,5.0,-358106.0,797.0,,Grade -1,150.0,-999576.0,8755.0,,-2.0,Spaceship,2143220.0,-3.221196425028487,-5.0,-19.0,-0.9685241904625421,0,Teleportation,-1.0,303.0,848.0,-1691702.0,-4542008.0,-1430441.0,-9653709.0,0.0,,177.0,6891487.0,-0.12018059918013863,-0.3481445309805396,,inf
2156-08-01,97.0,825719664.0,-146.0,Time Traveler,,,-925914.0,1175.0,Parallel,-6.0,Cave,5983357.0,-0.788589506258921,,-10.0,-4.816353202276856,yes,,-6.0,140.0,292.0,-1536628.0,-7747344.0,-1624518.0,-36074.0,-12216.0,2.5382525905822666,61.0,,2.6178369290199197,6.746271824575499,5205389.608483331,-915.9091853702793
,300.0,689964202.0,483.0,Time Traveler,Unknown,64.0,724482555.0,1265.0,,151.0,,6485659.0,9.784241533540298,,-12.0,2.7531885292037597,,,-1.0,415.0,,-8624862.0,,,-6993124.0,-41175.0,-1.146552150797272,113.0,558653.0,2.33345479366228,4.13375677175997,-2495695556.461012,60454.39945260502
2172-03-14,216.0,993476112.0,-92.0,,,108.0,1046755541.0,822.0,,-1.0,,1335369.0,-0.039242823849759745,-3.0,79.0,6.156667745254459,-1,,20.0,-49.0,889.0,-1671881.0,-5179367.0,-1318320.0,,0.0,1.9740447217443817,195.0,-6643330.0,0.6553298393727778,1.3800154899981139,inf,inf
,159.0,215405647.0,1007.0,Ghost,,-9.0,-690608.0,3160.0,Complicated,-7.0,Cave,5312585.0,2.42285126253147,,-16.0,-4.5656722586401965,yes,,306.0,398.0,-4.0,-393467.0,-2083311.0,-8384316.0,-7893680.0,0.0,2.8132852848307026,79.0,-805009.0,1.325585872889329,2.0362976900888947,1171902.8959640928,inf
2117-12-04,23.0,128549561.0,1191.0,Ghost,???,17.0,717490054.0,913.0,Parallel,673.0,Cave,9802166.0,5.1728378448043175,4664.0,72.0,-0.2910713624521648,yes,,41.0,219.0,864.0,-6095002.0,-3345115.0,-7516501.0,-985907.0,-43229.0,,,-14401701.0,2.4846195323500804,3.61026754928613,-2158609215.7431273,49707.53544479695
,240.0,297839350.0,1021.0,Time Traveler,???,138.0,,2666.0,,-4.0,Spaceship,,4.5869392557819735,,658.0,-0.0005446892468743414,1,,245.0,-13.0,111.0,-9836409.0,-5163660.0,-6100892.0,-2654225.0,-70656.0,-0.4647659122047305,165.0,-9210509.0,-0.13799113548989184,-0.35419230083999564,1.0268228546608754e-25,-119.4026268115942
2182-09-14,236.0,109080961.0,1194.0,,???,,-758262.0,2113.0,Undefined,-6.0,Cave,,8.088066603941845,1985.0,,,,,223.0,495.0,,-2422114.0,-1098124.0,-6513346.0,-4264171.0,0.0,-1.6431287029176027,46.0,-10552048.0,-0.016512024520178525,,99537.32046451805,inf
2131-03-31,258.0,876633475.0,172.0,,Unknown,19.0,1227033004.0,,,577.0,Cave,-10262.0,2.613403432928993,-1.0,222.0,-1.305480053212416,,,-1.0,-1.0,41.0,-5959770.0,,-829292.0,-2019672.0,0.0,-1.8950903237522743,127.0,-4038368.0,2.004344285431428,2.0770762295588447,,
2107-12-22,130.0,-613813.0,772.0,Alien,Unknown,27.0,,3415.0,Parallel,,Unknown,2227536.0,-1.4976126515492911,2500.0,-5.0,-2.563588244156134,yes,Time Machine,394.0,150.0,699.0,-4173561.0,-6171810.0,,-6324665.0,0.0,-0.15198215480460253,,-6764871.0,-0.21228081145133187,0.4691425058905412,inf,inf
2104-10-01,263.0,790624422.0,0.0,Ghost,,145.0,-619914.0,3085.0,,342.0,Spaceship,1518038.0,,3634.0,1964.0,-4.587852118263132,0,,490.0,188.0,506.0,-1701303.0,-8646758.0,-1589247.0,-9154577.0,,-0.4163783390060263,68.0,-878108.0,0.7339827372383245,1.9498921290549542,1007304.5244091441,
2149-11-27,85.0,-811137.0,648.0,Time Traveler,???,39.0,-480319.0,2762.0,Complicated,195.0,Spaceship,-43441.0,-2.2614214591038206,336.0,1486.0,3.3078986802927624,yes,Teleportation,303.0,121.0,258.0,-3186628.0,-3616831.0,-9917830.0,-6054802.0,-22121.0,-1.7946703969234874,112.0,-6503803.0,0.3813291275337032,1.0901025969305778,,1.9637900637403372
2123-10-08,216.0,512532101.0,308.0,,,60.0,1275306615.0,50.0,Complicated,453.0,Cave,-11438.0,-0.28711134053556364,3368.0,463.0,-3.0156742298605677,0,Alchemy,-6.0,-42.0,518.0,-1922570.0,-2298743.0,-168080.0,-3848520.0,,-0.4461796952313337,111.0,-4620435.0,2.161000631109818,4.841729143187078,inf,-2.719574498294024e+303
2153-01-03,28.0,364448592.0,1145.0,,Grade -1,61.0,690323407.0,8020.0,Undefined,-2.0,Unknown,136417.0,-4.167902810341986,1973.0,1747.0,8.908619201072026,yes,Time Machine,-8.0,332.0,125.0,-6796672.0,-2210561.0,-6946130.0,-1756817.0,0.0,,57.0,-8098729.0,-0.49143244241286704,-1.1059018346322533,,inf
2150-03-23,291.0,510828760.0,74.0,,,52.0,-606191.0,9625.0,Complicated,-6.0,,1328489.0,-3.538137078348727,,,,no,,46.0,-10.0,922.0,-7370321.0,-5061853.0,-1509816.0,-997221.0,-40408.0,-0.1893966696348579,17.0,-6859036.0,,0.7117830952298355,,-32.87688081568006
,18.0,895695428.0,10.0,,,94.0,580624414.0,3777.0,,-7.0,,4609171.0,-4.239701361109838,2823.0,,5.981805697720739,0,Teleportation,362.0,143.0,,-5570164.0,-7029122.0,-3705237.0,-2881770.0,0.0,-0.9126118650672801,121.0,,-0.15347360649725167,-0.17990765209637027,inf,inf
2163-03-10,234.0,141245764.0,303.0,,,-32.0,148918271.0,9667.0,,-8.0,Spaceship,6542845.0,-1.0389204809761265,2140.0,258.0,-3.3785152067679753,yes,Alchemy,-2.0,123.0,,-2365393.0,-7397778.0,-1733628.0,-9450445.0,-74529.0,-0.5931758589438081,,,0.6132696816544319,1.2942842386518942,,
2196-03-31,,,941.0,Ghost,,128.0,1704254731.0,9695.0,,655.0,Unknown,-47239.0,2.8412051339622746,2851.0,71.0,9.974996799804241,-1,,399.0,-1.0,167.0,-9629454.0,-4084455.0,-1668707.0,-5734067.0,,1.5751641585616014,,3808758.0,0.31367824646045317,1.7060775211794679,,-inf
2130-06-04,174.0,107059903.0,502.0,,???,19.0,943991931.0,4002.0,,240.0,Unknown,-14036.0,3.2725271736986334,-8.0,-6.0,-2.8675422992022,1,,-8.0,-26.0,762.0,-4601993.0,-5197502.0,-362963.0,-294712.0,0.0,,129.0,-2779635.0,0.29898974796440514,1.0031412340377504,inf,inf
2104-12-08,261.0,-316528.0,-159.0,Alien,,12.0,-429583.0,4989.0,,-3.0,Cave,-10119.0,-3.5075294360631566,1634.0,700.0,-3.441460440187259,1,,405.0,294.0,113.0,,,-3781433.0,,0.0,2.2142311078693373,4.0,3542283.0,0.7963764146130168,1.5173349812189676,543184.4276974899,inf
2122-05-01,225.0,-658355.0,114.0,Alien,???,24.0,1715087181.0,9163.0,Complicated,991.0,,7144796.0,-2.4290590953949436,,-13.0,,1,,,-5.0,-3.0,-5397058.0,-4369675.0,-9334854.0,-9999440.0,0.0,2.7496393371756778,18.0,-8067359.0,0.24917142120334912,1.1697083067922627,16717931020.738539,inf
,228.0,-724641.0,587.0,,Grade -1,107.0,1541913266.0,2717.0,Complicated,-7.0,Spaceship,-1846.0,5.0497696403834,925.0,-15.0,9.06413263546229,1,Alchemy,-5.0,279.0,750.0,-9252185.0,-9960540.0,-3335167.0,-1233561.0,0.0,1.9928781199130274,76.0,-3447176.0,-0.12825033959709803,0.800063330461409,,-inf
2160-01-05,,403918244.0,128.0,,,102.0,-323038.0,8479.0,,-1.0,,3770573.0,1.4029578055755976,4879.0,,-0.5469785859230845,-1,Alchemy,,-13.0,667.0,-3599041.0,-681527.0,-7011683.0,-2225830.0,,1.9658674681868198,2.0,,1.5413794251778055,2.8426868492848874,,inf
2155-12-24,54.0,977213159.0,840.0,Alien,,53.0,,5108.0,Parallel,226.0,Cave,9382816.0,4.251905113997554,,956.0,,no,,-9.0,414.0,33.0,-3479154.0,-3051158.0,-4424303.0,-1343562.0,-29301.0,,27.0,-7428238.0,2.831081939570406,3.357284055004097,-4100738362.527665,
2182-12-23,166.0,824540100.0,82.0,,???,24.0,154041972.0,,Parallel,-4.0,,7877631.0,,-10.0,1212.0,-4.475868864396674,no,,-8.0,-12.0,562.0,-2259608.0,-3989199.0,-7078155.0,-2276333.0,0.0,-1.8234624591109028,175.0,-13274729.0,1.6250772446336637,2.227169758040314,-285898017.92274404,-inf
2145-07-30,-8.0,-486085.0,742.0,Alien,,77.0,-952773.0,6601.0,Parallel,,Spaceship,5742136.0,1.992908861511609,,1730.0,7.094835414148073,-1,Time Machine,175.0,318.0,183.0,-7393595.0,-3344828.0,-8385933.0,,0.0,-0.4699260699927448,99.0,-7271041.0,2.14957234720446,1.4723175759833265,inf,inf
2185-01-20,131.0,-529883.0,57.0,,Unknown,148.0,,559.0,Undefined,-6.0,Unknown,-4586.0,9.017344715653088,-9.0,-5.0,7.429628118713174,yes,Teleportation,,159.0,911.0,-9978931.0,-8759195.0,-2860427.0,-1272050.0,-87534.0,-1.5723512442610117,24.0,-2351086.0,2.9026189371723623,8.289791867588042,inf,-2.0537084274251327e+303
2168-12-29,147.0,-761196.0,374.0,,???,103.0,-42190.0,7309.0,,-3.0,,4355245.0,9.203591577878301,-2.0,1668.0,-2.0347128679803843,-1,,-8.0,446.0,797.0,,-3802770.0,,-9286414.0,0.0,-0.9346132807625886,157.0,-2074103.0,0.03606925805500949,1.1326244427092096,-398211.87698251294,inf
2144-10-28,135.0,-269516.0,373.0,,,5.0,-41318.0,5367.0,,447.0,,-14428.0,-3.8126165249718795,-18.0,-15.0,-3.5429755655007726,,Teleportation,38.0,-5.0,96.0,-1254185.0,-9590122.0,-9822773.0,-7573108.0,-62259.0,1.631638830778966,65.0,-6679668.0,1.109334902311054,1.6779477926529014,57774.53908069381,-0.6962292854156638
2132-05-28,282.0,808676195.0,411.0,Ghost,???,-29.0,-693378.0,116.0,Undefined,545.0,,-19212.0,-3.689142241291923,-12.0,-4.0,-2.868271693170029,no,Alchemy,-9.0,,145.0,-2068776.0,-2931246.0,-235563.0,,0.0,-0.7614322783664187,99.0,-6172824.0,1.5364657513698239,2.5721658661229347,,-inf
2105-08-12,142.0,,842.0,,,38.0,-125078.0,6684.0,Parallel,-1.0,Unknown,-44101.0,-2.544234128447748,-15.0,-8.0,-3.7076261028233253,2,,,-2.0,855.0,-76720.0,-707752.0,-6400378.0,-7497353.0,0.0,1.7012418290171714,-6.0,-5914022.0,0.6273948931896149,0.5706765185531026,,-inf
,182.0,-651540.0,636.0,Alien,,,352241027.0,2303.0,,-3.0,,-32380.0,-2.9038152925131993,-6.0,842.0,6.766788755976689,yes,Time Machine,-3.0,356.0,963.0,,-5419666.0,-1128703.0,-3387271.0,0.0,2.2171078566717837,-9.0,-6325874.0,1.6459531748783216,5.062429408518661,,inf
2157-04-24,62.0,-232521.0,222.0,Alien,???,108.0,-803930.0,912.0,Undefined,785.0,,4667071.0,1.244590607575908,2893.0,625.0,6.433879395594634,,Teleportation,-2.0,210.0,995.0,-3995822.0,-3803181.0,-5784687.0,-9836584.0,0.0,,19.0,-5341528.0,1.6833717155634291,4.5328513463035405,,-inf
2181-09-28,294.0,-603815.0,1196.0,,,-25.0,1371591695.0,6219.0,,439.0,Cave,5909759.0,4.795001482721991,2322.0,1777.0,4.5467161770434155,no,Teleportation,292.0,-1.0,335.0,-7555801.0,-1584547.0,-8424832.0,-6722736.0,-65913.0,-0.05772390942227856,88.0,-5799712.0,2.447802326934313,2.7777036929619534,,-89.6599912005219
2119-08-08,129.0,-243460.0,557.0,,Unknown,119.0,-496926.0,2820.0,,-7.0,,-15802.0,6.742327874213836,,1229.0,-0.8079463057249399,1,,-3.0,-3.0,,-1440809.0,-8299928.0,-3466816.0,-4997102.0,,2.3197050988811467,,,2.4138038393087324,2.271911372402112,-9408098.588685766,-inf
2120-04-06,176.0,-671987.0,562.0,,Grade -1,118.0,164121675.0,,Undefined,-1.0,Spaceship,-21420.0,4.123177399149157,-12.0,-14.0,2.646976523669448,no,,98.0,-20.0,,,-6655659.0,-7235154.0,-9666754.0,-50257.0,-1.1267700270172911,-1.0,-4853874.0,-0.0011732140252802559,1.1520736257299378,,0.42620928427880694
2141-06-26,282.0,616957605.0,904.0,,Unknown,-28.0,810260564.0,,Complicated,838.0,,1924472.0,8.56311281617668,3774.0,1573.0,-4.085526815261864,1,Time Machine,489.0,177.0,157.0,-8362604.0,-4914376.0,-928272.0,-6876989.0,-95874.0,-1.0037659592543984,,-528484.0,0.09112161577212341,-0.25836644670988634,5.889461413932847e-20,-20.072929052715022
2103-03-01,50.0,390360173.0,223.0,Time Traveler,???,-4.0,1348860780.0,6960.0,Parallel,810.0,,,-2.3324616874175663,4463.0,-17.0,5.769200316955502,1,Teleportation,60.0,383.0,,,-7496004.0,-9429155.0,,0.0,1.8712281222106162,198.0,-1995230.0,0.2783019572738211,0.5948513673196963,,inf
2112-04-27,187.0,641992544.0,228.0,Alien,,-38.0,-368375.0,,,-9.0,Cave,-25417.0,4.281421481318688,2805.0,-6.0,9.133893583400766,no,Teleportation,245.0,-43.0,956.0,-7967782.0,-3046763.0,-3026773.0,-3286959.0,,-1.8622171985616336,113.0,-7465909.0,0.41430580860031174,0.6447027984916971,inf,
2117-03-28,284.0,867974336.0,3.0,Time Traveler,,,-686459.0,6841.0,Parallel,180.0,,884118.0,7.661925066155722,3784.0,1115.0,6.6012764362235785,no,,280.0,-21.0,445.0,-1305930.0,-4514108.0,-9513115.0,-5115820.0,0.0,-0.6065434111288601,27.0,-9900167.0,1.475726925353028,,,inf
2133-05-11,291.0,,-5.0,Time Traveler,,143.0,-877332.0,9995.0,,-5.0,Unknown,,-1.0958708329453595,1342.0,810.0,-0.8138516548563377,no,,264.0,308.0,851.0,-1840154.0,-4238126.0,-7613089.0,-3951896.0,-87595.0,1.8039008717915925,176.0,-7857558.0,0.6462161929968104,1.2145581977765076,887975.6439763824,-100.81514520208212
2180-03-21,0.0,982885120.0,527.0,Ghost,,93.0,1955185977.0,7610.0,,847.0,Spaceship,3103780.0,-1.1554339495436916,4559.0,1368.0,-0.18507171828073155,-1,Time Machine,-6.0,-32.0,108.0,-7818799.0,-8368764.0,-7528867.0,-3478817.0,-38011.0,-1.8433493617951213,83.0,-13663589.0,2.8353694032732575,7.287913800708797,118743557206.08844,-3124007.8131616754
2135-04-02,,611705303.0,84.0,,Grade -1,22.0,-892111.0,513.0,,848.0,Cave,-11712.0,3.8937148493870284,-1.0,,8.283647748887567,no,Alchemy,,-48.0,889.0,,-756191.0,-7811736.0,-3431877.0,0.0,2.5984632860610812,108.0,-12159165.0,-0.08594502560325368,0.8398854852973682,-6243925.668117675,-inf
2189-07-24,,-505741.0,-5.0,Time Traveler,,105.0,1876304036.0,6702.0,,979.0,,4918671.0,5.277268264226901,-15.0,1410.0,-4.958067590797813,0,,255.0,-20.0,409.0,-8991700.0,-55400.0,-9657196.0,,0.0,2.557805028002842,152.0,-8715162.0,0.3626974177580494,1.8477653954561575,-2889141390.8962703,-inf
2115-03-03,142.0,153226755.0,106.0,Alien,,26.0,277072113.0,3983.0,,-1.0,Unknown,,-0.2935502480286152,4766.0,50.0,8.521138537501104,yes,,145.0,-43.0,343.0,-4352166.0,-6792554.0,-5540261.0,-6735706.0,0.0,,60.0,-6014250.0,2.5391113974160344,2.7771262622376063,,
2107-01-02,188.0,-708025.0,-187.0,,???,112.0,-449477.0,9464.0,,-6.0,,,,-13.0,,-3.6787951906249994,1,,285.0,401.0,866.0,-3655301.0,-7142393.0,-4750556.0,-1557977.0,0.0,1.7863519450195116,129.0,-5432607.0,1.545158972704761,2.6588008881344503,,inf
2145-02-16,41.0,-504918.0,969.0,Time Traveler,???,118.0,,6367.0,Complicated,-1.0,Cave,1441915.0,3.845516777540107,-18.0,-5.0,-2.6544910512821183,no,Teleportation,-1.0,484.0,892.0,-1724881.0,-7444531.0,,-3464238.0,0.0,1.5247794173999427,,-12250300.0,1.4159995618939152,2.6830787653034807,-2632034611.589429,
2106-01-10,249.0,-673244.0,,,,-20.0,1065982268.0,3326.0,,359.0,Unknown,5073872.0,7.071884884644673,,-5.0,-4.6367065642194625,0,,-7.0,-33.0,,-2743361.0,-5297680.0,-3414204.0,,-80991.0,-0.3430491199535668,87.0,-989943.0,1.5802083810682443,2.5454652005668583,,-62.64735587904829
2108-02-10,48.0,621111071.0,522.0,Ghost,Unknown,34.0,914762352.0,5618.0,Undefined,-8.0,Unknown,-37434.0,-4.475478068253444,-10.0,-16.0,-2.492054766633202,,,-4.0,154.0,113.0,-1599055.0,-6073283.0,-3906189.0,-6521541.0,0.0,-1.1383412055710473,166.0,-2430303.0,0.38292595844810884,1.5858562140409638,inf,inf
2158-06-23,61.0,,579.0,Alien,???,109.0,-396252.0,2978.0,,-5.0,Unknown,5608998.0,-0.6394479560348643,2881.0,-18.0,7.6116729554982,no,,413.0,-18.0,588.0,-2893906.0,-4370687.0,-3456426.0,-6307197.0,0.0,2.3227035785752594,116.0,-5082216.0,2.1650652810677307,3.9395828420469883,,inf
2132-10-09,,252858851.0,1033.0,Ghost,,131.0,-561102.0,,,-5.0,Unknown,2432433.0,2.2011031510557144,557.0,1488.0,8.870838553195032,-1,Alchemy,-6.0,469.0,519.0,-6838758.0,-1262847.0,-7555759.0,-7961522.0,0.0,2.8481685828753505,56.0,-2796434.0,1.2378623977699308,0.7402687279457844,346138.5531565296,
2107-11-10,52.0,-523117.0,328.0,,,149.0,-716054.0,5356.0,,458.0,,4659217.0,5.397317441644312,-1.0,899.0,3.6629032572434594,1,,-5.0,-32.0,96.0,-1120467.0,-5507583.0,-3297543.0,-6261228.0,0.0,2.532340249458814,22.0,-3747422.0,,-0.08190129255695855,,
2178-06-04,299.0,,597.0,Time Traveler,,8.0,354201413.0,8133.0,Undefined,-8.0,Unknown,-37976.0,-4.7149670267515384,-18.0,1317.0,-4.629632108913789,0,,-9.0,388.0,932.0,-9633578.0,,-6779214.0,-6381565.0,0.0,-1.1102998778636715,93.0,-6761440.0,0.12005391801064202,0.7466072150919162,,inf
2167-09-23,232.0,-513067.0,143.0,Time Traveler,???,-10.0,1562762512.0,5061.0,Undefined,-1.0,,-34651.0,-3.0960813270394514,,-18.0,-0.8182482263603292,no,,-8.0,-2.0,,-1942324.0,-8827151.0,-6784280.0,-9325494.0,0.0,-0.6708522824883083,130.0,-5148662.0,2.3581845438354043,5.399523457171725,-7031810701.277174,-inf
2163-11-15,96.0,-862419.0,1102.0,,,61.0,,1697.0,Parallel,-5.0,Unknown,4025864.0,-0.48396666042105263,-18.0,-4.0,6.133483127639455,0,Alchemy,,-26.0,717.0,,-2453955.0,-4263237.0,,0.0,2.867174719913141,192.0,-1164938.0,0.7076566797347421,1.6904740373012634,86219.81081582211,inf
2170-11-06,215.0,915508329.0,8.0,Time Traveler,,,1393468144.0,8704.0,,741.0,Unknown,1445790.0,-4.895085018568484,-12.0,-19.0,-3.2357012856133456,1,Time Machine,344.0,411.0,59.0,-6657766.0,-1723760.0,-4473146.0,-3754268.0,0.0,-1.951342358843503,,-8487259.0,2.2070544445573206,3.1699651734611356,inf,inf
2158-04-22,207.0,-264180.0,440.0,Alien,Grade -1,45.0,-249827.0,4767.0,Complicated,243.0,Cave,-22314.0,1.3230309681877042,-9.0,1289.0,5.181811324048707,0,,-4.0,,343.0,-6382871.0,-9798740.0,-8495071.0,-545038.0,,2.885509487983946,150.0,-17800549.0,1.8218185738525694,4.743995797403295,inf,-7.488827889449346e+303
2110-12-02,230.0,,1158.0,,,131.0,435994387.0,2478.0,Complicated,490.0,,8389348.0,5.061763295140352,-2.0,-5.0,-0.8234793925376103,0,,247.0,227.0,392.0,-3060595.0,-4838734.0,-3966114.0,-4333605.0,-81184.0,2.6043265733145247,23.0,-1103623.0,0.5551092325425151,2.036238604537279,,-103.33745565628695
2161-04-30,,635427696.0,1111.0,Ghost,Grade -1,117.0,794057928.0,9372.0,,362.0,,-32909.0,-3.0257950011748944,-14.0,1601.0,4.980360899323044,no,Time Machine,28.0,140.0,696.0,,-8923043.0,,-9640132.0,0.0,-0.10563870034733736,,-6512522.0,-0.05537559599799552,1.2312488627236,8147357673.222153,inf
2193-01-19,251.0,-541530.0,51.0,,Unknown,71.0,608326980.0,2533.0,Complicated,128.0,,9017862.0,,3633.0,1014.0,7.628859283689246,no,,165.0,172.0,703.0,-6096431.0,-5591304.0,-9276253.0,-5153102.0,-11545.0,2.80684161399146,167.0,-8626227.0,2.324308502957492,,,-781.1054135989606
,-6.0,448597687.0,1088.0,Time Traveler,,105.0,441606102.0,1334.0,Parallel,-9.0,Cave,7296302.0,5.717832647047993,1627.0,1639.0,-0.16875186086918514,yes,,182.0,,79.0,-1959254.0,-4785445.0,-1535186.0,-3109432.0,0.0,-1.7875718137386294,126.0,,1.750805762903858,1.5426396856316653,,inf
2112-12-19,250.0,-154227.0,70.0,Ghost,Grade -1,114.0,,1018.0,Parallel,724.0,,-22693.0,-2.6853133321140827,4426.0,-9.0,9.833325010841133,-1,,242.0,-45.0,454.0,-2352562.0,-361788.0,,-8895056.0,-65492.0,,,-608449.0,0.5527912799340076,2.199897810272682,,0.34650033591889084
2112-06-22,43.0,-943130.0,719.0,,???,,,5687.0,Complicated,-3.0,,703986.0,5.292780233647997,3477.0,1453.0,3.399832709765917,yes,,-5.0,347.0,669.0,,-9156900.0,-3113037.0,-8248457.0,0.0,-0.7809236937241015,126.0,-574308.0,1.3314623887847974,1.4074093829278311,-9167325.21346177,-inf
2154-04-18,36.0,-962455.0,218.0,,,142.0,1936113783.0,3072.0,Undefined,-4.0,Cave,6957226.0,,-6.0,1921.0,8.024768997072021,-1,Teleportation,407.0,-33.0,-29.0,-7643852.0,-9082180.0,-5917106.0,-2923653.0,,-1.554183501141019,95.0,,1.6416607503130707,1.7566994701437773,-2834308380.6118035,95706.15241391251
2147-09-21,204.0,934011364.0,594.0,Ghost,,23.0,-72524.0,,Parallel,908.0,Cave,-42736.0,,857.0,128.0,-0.8428670265094294,-1,,-9.0,347.0,,-7471418.0,-7162882.0,-5956296.0,-9844897.0,,1.8615438881345392,143.0,-295095.0,,0.2865285460715976,inf,
2118-11-16,166.0,,1034.0,Ghost,,132.0,-749870.0,3639.0,Undefined,-7.0,Spaceship,9540182.0,-0.3959670649609395,-17.0,-15.0,-1.678902537704046,,,-1.0,412.0,824.0,-7240133.0,-5891685.0,-9459450.0,-4744920.0,-18151.0,,119.0,-10765487.0,1.8467964617437822,2.2677782899034606,1417115.7552082567,-603.6746049919154
2139-05-10,-2.0,854139430.0,1188.0,Ghost,,81.0,,2909.0,,-3.0,,-40463.0,-4.468179334864172,-15.0,-9.0,8.028909097125428,1,,-4.0,,,-2994645.0,-2143608.0,-2318122.0,-3337500.0,-87426.0,-1.7753444783047283,-6.0,-8750258.0,,3.868512976954769,25300523165.463005,-289393.1176362067
